/ontology/dbo-snapshots/2020.09.28-201845,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.08-231733,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.27-010034,"Unsupported protocol "file:""
/testgroup/testartifact/2021-04-28/dataid.ttl#Dataset,"Response code 404 (Not Found)"
/dbpedia-diff/article-templates-diff/2019.09.02,"400:Publishing DataId.
> 11290 triples selected via construct query.
> Auto-completed the input.
> SHACL validation error:
>    * All used sub-properties of dataid:contentVariant MUST be used by all dataid:Parts exactly ONCE.
Publishing DataId finished with code 400.
"
/ontology/dbo-snapshots/2020.07.30-213504,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.12.01-181849,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2019.08.29-150002,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.14-182118,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.20-142245,"Unsupported protocol "file:""
/testgroup/testartifact/2021-05-05/dataid.ttl#Dataset,"Redirected 10 times. Aborting."
/another-testgroup/testartifact/2021-05-07/dataid.ttl#Dataset,"Redirected 10 times. Aborting."
/dbpedia-diff/revisions-diff/2019.09.02,"400:Publishing DataId.
> 11562 triples selected via construct query.
> Auto-completed the input.
> SHACL validation error:
>    * All used sub-properties of dataid:contentVariant MUST be used by all dataid:Parts exactly ONCE.
Publishing DataId finished with code 400.
"
/oe-ontology/modules/2020.02.27-163000,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.08.11-113452,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.09.04-111513,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.14-231831,"Unsupported protocol "file:""
/testgroup/testartifact/2021-04-29/dataid.ttl#Dataset,"Response code 404 (Not Found)"
/dbpedia-diff/categories-diff/2019.09.02,"400:Publishing DataId.
> 17343 triples selected via construct query.
> Auto-completed the input.
> SHACL validation error:
>    * All used sub-properties of dataid:contentVariant MUST be used by all dataid:Parts exactly ONCE.
Publishing DataId finished with code 400.
"
/oe-ontology/imports/2020.02.27-163000,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.09.04-153517,"Unsupported protocol "file:""
/dbpedia-diff/geo-coordinates-mappingbased-diff/2019.09.02,"400:Publishing DataId.
> 1183 triples selected via construct query.
> Auto-completed the input.
> SHACL validation error:
>    * All used sub-properties of dataid:contentVariant MUST be used by all dataid:Parts exactly ONCE.
Publishing DataId finished with code 400.
"
/oe-ontology/ontology/2020.02.27-163000,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.26-202154,"Unsupported protocol "file:""
/ontology/dbo-snapshots/2020.10.21-191946,"Unsupported protocol "file:""
